site,data_coleta,titulo,endereco,valores,atributos,descricao
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Portão em Curitiba, 90 m²
              ","
                Avenida República Argentina, 2751, Portão - Curitiba
                ","Aluguel R$ 4.200,00 Condomínio R$ 653,60 Seguro Incêndio R$ 35,63Total R$ 4.889,23","90 m², 1 banheiro, 1 vaga, 2 quartos","
                          Apartamento com
                          2 quartos
                          no Bairro Portão
                      Imóvel com gestão exclusiva ApolarCaracterísticas:Lindo apartamento , com dois dormitórios, mobiliado e decorado com muito bom gosto.Imóvel localizado em uma das melhores e mais valorizadas regiões de Curitiba .Apartamento amplo mobiliado com o que existe de melhor,  para você viver com mais confortoViva com a comodidade de estar perto de diversas opções de serviços e mobilidade.Apartamento com dois dormitórios, sendo uma suíteSala para dois  ambientesSacadaCozinha Área de Serviço GaragemNão perca a oportunidade de transformar este maravilhoso apartamento em seu novo lar! Vantagens:Ótima localização, a região é bem servida de  mercados, academias, farmácias, bancos, colégios , shoppings e outros comércios. Mobilidade urbana diferenciada com transporte coletivo interligando aos principais terminais de Curitiba.Área Comum:Portaria 24h para segurança e tranquilidade.Hall social elegante.Elevadores para maior comodidade.SPA e sauna para relaxamento total.Espaço zen para momentos de contemplação.Espaço gourmet para encontros sociais.Salão de festas com churrasqueira.Academia bem equipada.Brinquedoteca para diversão das crianças.Playground para atividades ao ar livre.Quadra poliesportiva para prática esportiva.Sala de jogos para entretenimento.Lan house para trabalho ou lazer virtual.Monitoramento por câmeras para segurança adicional.Condomínio Autossustentável:O edifício Buenos Aires destaca-se por sua autossutentabilidade, incorporando práticas ambientais inovadoras:Geração de energia limpa através de painéis fotovoltaicos.Captação de água da chuva por meio de cisterna.Poço artesiano para garantir uma fonte segura de água.Proximidades:Terminal do Portão, Supermecado Angeloni, Shopping PalladiumInformações Adicionais:Andar: 16Aquecimento: gásÁrea total: 90,11Área privativa: 77,96Elevador: simEdifício: Resiencial Buenos AiresEntre Ruas:  Eng. Niepce da Silva e . Arion Niepce da SilvaGaragem: sim**Não aceita Pet****VAGA DE GARAGEM N° 159****LOCAÇÃO SOMENTE COM SEGURO FIANÇA****VISITAS ACOMPANHADAS****VALOR DE IPTU NÃO LANÇADO, COMPETENCIA 2024 NÃO SAIU AINDA** CRECI: J-04232"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Bigorrilho em Curitiba, 146 m²
              ","
                Rua Martim Afonso, 1918, Bigorrilho - Curitiba
                ","Aluguel R$ 4.000,00 Condomínio R$ 1.129,00 Seguro Incêndio R$ 48,51Total R$ 5.177,51","146 m², 2 banheiros, 1 vaga, 3 quartos","
                          Apartamento com
                          3 quartos
                          no Bairro Bigorrilho
                      Imóvel com gestão exclusiva ApolarMorar em um excelente apartamento em uma região nobre de Curitiba, Rua Martin Afonso é uma experiência que oferece uma qualidade de vida excepcional. O Bairro Bigorrilho é conhecido por sua alta qualidade de vida, planejamento urbano eficiente e beleza natural. Viver em uma região nobre da cidade acrescenta ainda mais valor à experiência.Características: Ótimo apartamento.Sala de estar e jantar se destaca por ser ampla e arejada, com grandes janelas para que o espaço receba muita luz natural, piso laminado;Dois dormitório ambos com armários; Uma suíte, dispõe de um banheiro todo revestido com acabamento de alta qualidade;  A cozinha equipada com armários, pia com bancada, pios em cerâmica;Área de serviço separada da cozinha, piso em cerâmica e tanque;O Banheiro social com box de vidro, louça, armário e espelho;Garagem para um carro.Vantagens:Ótima localização, O bairro oferece uma ampla gama de serviços, como supermercados, farmácias, academias, restaurantes, bares, cafés e lojas de luxo. Você pode encontrar praticamente tudo o que precisa a uma curta distância.Proximidades:Terrazza 40, Terra Madre Ristorante, Super Muffato Gourmet.Informações Adicionais:Área total: 146,29m²Área útil: 106,58m²Garagem: sim CRECI: J-04232"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Ecoville em Curitiba, 183 m²
              ","
                Rua Brasilio V. de Castro, 320, Ecoville - Curitiba
                ","Aluguel R$ 4.000,00 Condomínio R$ 1.008,68 Seguro Incêndio R$ 57,87Total R$ 5.066,55","183 m², 2 banheiros, 2 vagas, 3 quartos, pet","
                          Apartamento com
                          3 quartos
                          no Bairro Ecoville
                      Imóvel com gestão exclusiva ApolarCaracterísticas:Excelente apartamento de 3 quartos, sendo uma suíte com banheira, 2 dormitórios amplos, 1 banheiro social. Todos os quartos com armários.Espaçosa sala para 2 ambientes com mesa de jantar e cadeiras. Mezanino para sala de TV. Varanda com churrasqueira e uma vista incrível da cidade. Cozinha com armários planejados, geladeira e fogão. Área de serviço com armários e dispensa com prateleiras.Vantagens: Em frente ao INC, próximo a panificadora Saint Germain, a Universidade Positivo, à UFTPR.Apartamento no Ecoville, amplo e ensolarado.Área Comum:Salão de Festas, Salão de Jogos, Churrasqueira, Brinquedoteca, Quadra Poliesportiva e Horta.Informações Adicionais: Portaria 24 horasAquecimento: GásÁrea total: 183,32m²Área privativa: 123,01m²Elevador: SimEdifício: Edifício TOM & VINICIUSEntre Ruas: esquina com a Rua Mons. Ivo ZanlorenziGaragem: 2 VAGAS CRECI: J-04232"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Centro em Curitiba, 58 m²
              ","
                Rua Riachuelo, 110, Centro - Curitiba
                ","Aluguel R$ 3.950,00 Seguro Incêndio R$ 27,43Total R$ 3.977,43","58 m², 1 banheiro, 1 quarto","
                          Apartamento com
                          1 quarto
                          no Bairro Centro
                      Imóvel com gestão exclusiva ApolarMorar em um estúdio de alto padrão no ""All You Need"" em Curitiba, um empreendimento de qualidade e localização privilegiada, pode ser uma experiência incrível. Estúdios de alto padrão são projetados para oferecer conforto, comodidade e luxo, proporcionando uma vida urbana moderna e sofisticada.Características:Estúdio de um quarto alto padrão no centro. Arquitetura e Desing moderno, Contendo:Cozinha equipada com armários planejados, geladeira, fogão por indução, depurador de ar, pia com bancada em granito, mesa com cadeiras, piso em porcelanato;Sofá, painel para TV, Ar condicionado 18000BTUs, aparador, luminárias, persianas com controle de luminosidade;Cama, mesa de cabeceira, armário e cortinas:Banheiro equipado, pia em mármore, espelho, piso em porcelanato, paredes com pastilhas. Sacada;Vantagens:Ótima localização. No coração de Curitiba. Região bem servida de mercados, farmácias, bancos, colégios e outros comércios. Mobilidade urbana diferenciada interligando toda a cidade.Imóvel ensolarado e ventilado, sistema de chuveiro a gás e internet já inclusas no condomínio!Portaria e vigilância 24h.Área Comum:O condomínio oferece portaria e vigilância 24 horas, ampla área de lazer, academia completa, café, bicicletário, lavanderia, salas de entrega Coworking, auditório, redário, salas de reunião individuais, sala de estudo, espaço gourmet e cozinha compartilhada.Proximidades:UFPR e das Praças Tiradentes, Passeio Público e Santos Andrade, Informações Adicionais:Andar: 16°Área total: 58,79m²Área privativa: 38,70m²Elevador: simEdifício: Residencial All You NeedGaragem: não (Há possibilidade de locação de vaga de garagem) CRECI: J-04232"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Água Verde em Curitiba, 71 m²
              ","
                Rua Amazonas, 691, Água Verde - Curitiba
                ","Aluguel R$ 3.600,00 Condomínio R$ 458,88 Seguro Incêndio R$ 30,94Total R$ 4.089,82","71 m², 2 banheiros, 3 quartos","
                          Apartamento com
                          3 quartos
                          no Bairro Água Verde
                      Imóvel com gestão exclusiva ApolarEDIFICIO JARDIM AMAZONASLINDO APARTAMENTO EM  ÓTIMA LOCALIZAÇÃO NO ÁGUA VERDE, PRÓXIMO À AVENIDA DOS ESTADOS E AOS PRINCIPAIS COMÉRCIOS DA REGIÃO- SALA DE JANTAR COM ESPELHOS E  LINDA MESA COM  5 CADEIRAS ESTOFADAS- SALA DE ESTAR COM  SAÍDA PARA SACADA, ( ONDE POSSUI PIA E CHURRASQUEIRA), SOFÁ, RACK E UM BALCÃO TODO EM ESPELHOS  - COZINHA COM MÓVEIS PLANEJADOS, BANCADA DIVIDINDO O AMBIENTE ONDE TEM 2 BANCOS ALTOS, MICROONDAS, GELADEIRA DUPLEX, FOGÃO DE 4 BOCAS E COIFA- LAVANDERIA COM TANQUE E SAÍDA PARA UMA ÁREA EXTERNA, ONDE PODE COLOCAR O VARAL MÓVEL- 03 DORMITÓRIOS, SENDO:- 01 TRANSFORMADO EM CLOSET COM ARMÁRIOS COM PERSIANA BLACKOUT- 01 COM GUARDA ROUPA, MESINHA DE CABECEIRA E PERSIANA BLACKOUT- 01 SUÍTE COM  MESINHA DE  CABECEIRA, PAINEL PARA TV E AR CONDICIONADO- 01 BANHEIRO SOCIAL- Aquecimento a gás - Condomínio oferece área de lazer com:- Salão de festas- Churrasqueira- Playground- Academia- Garagem dupla No SS nº10 CRECI: J-04136"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Rebouças em Curitiba, 97 m²
              ","
                Avenida Presidente Getúlio Vargas, 881, Rebouças - Curitiba
                ","Aluguel R$ 3.600,00 Condomínio R$ 750,00 Seguro Incêndio R$ 36,80Total R$ 4.386,80","97 m², 2 banheiros, 1 vaga, 2 quartos, pet","
                          Apartamento com
                          2 quartos
                          no Bairro Rebouças
                      Imóvel com gestão exclusiva ApolarCaracterísticas:Apartamento no Rebouças com:sala para 2 ambientes é mobiliada, área de serviço mobiliada e que os dormitórios são mobiliadosSacada com churrasqueiraCozinha toda mobiliadaÁrea de serviçoBanheiro social com box de vidroBanheiro suíte com box de vidro.2 Dormitórios sendo 1 suíte1 Vaga de garagemVantagens:Imóvel e condomínio de excelente padrãoLocalização privilegiadaÁrea Comum:Portaria 24 horasSaunaSpaCinemaSala de jogosSalão gourmetPiscinaChurrasqueiraHome OfficeProximidades:OpetInformações Adicionais:Andar:  8Aptos por andar: 8Aquecimento: GásÁrea total:  97 m²Área privativa:  70 m²Elevador: SimEdifício:  Boulevard RebouçasEntre Ruas: Des. Westphalen e Alferes PoliGaragem: Sim CRECI: J-04232"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Água Verde em Curitiba, 122 m²
              ","
                Rua Doutor Alexandre Gutierrez, 268, Água Verde - Curitiba
                ","Aluguel R$ 3.400,00 Condomínio R$ 865,81 Seguro Incêndio R$ 43,82Total R$ 4.309,63","122 m², 2 banheiros, 1 vaga, 3 quartos","
                          Apartamento com
                          3 quartos
                          no Bairro Água Verde
                      Imóvel com gestão exclusiva ApolarO Água Verde é um bairro que mistura harmoniosamente áreas residenciais e comerciais. Ruas arborizadas abrigam uma variedade de residências, desde casas tradicionais até modernos edifícios de apartamentos. A presença de estabelecimentos comerciais, lojas e serviços cria um ambiente dinâmico e prático para os moradores. Viver no Água Verde é experimentar a combinação única de uma vida urbana ativa com a tranquilidade de um bairro residencial bem estruturado, caracterizado pela sua diversidade, cultura e qualidade de vida.Características:Encantador apartamento com excelente iluminação natural , ensolarada em Curitiba.Os destaques deste imóvel são: Sala com piso laminado, poltrona, TV, sofá, tapete e ar condicionado, proporcionando um ambiente agradável e acolhedor;Copa com mesa e cadeiras, um lindo espelho dando um ar de estilo e sofisticação no ambiente;Cozinha toda equipada com armários planejados, fogão, geladeira, micro-ondas, oferecendo praticidade e organização;Três dormitórios, um sendo suíte com armário planejados, cama, espelho, mesa de cabeceira, ar condicionado;Os dormitórios com planejados e cama;Banheiro da suíte com armários, espelho, louca e box de vidro;Banheiro social com armário, louca e espelho, atendendo às necessidades dos moradores e visitantes. Área de serviçoCozinha toda equipada com armários, garantindo praticidade nas tarefas do dia a dia.Aquecimento a gás, proporcionando conforto em todas as estações do ano. Uma vaga de garagem individual, oferecendo segurança e comodidade para estacionar o veículo. Vantagens:Ótima localização. A região é bem servida de  mercados, farmácias, colégios e outros comércios. Mobilidade urbana diferenciada, com ônibus parando próximo a apartamento, ensolarado e ventilado.Área Comum:Espaço gourmet com churrasqueira e terraço; Proximidades:Angeloni Agua Verde, Mercearia  Anos 30, Museu da Arte Indígena, Paraná Clinicas.Informações Adicionais:Aquecimento: GásÁrea total: 122,62m²Área privativa: 87,76m²Edifício: AdvancedGaragem: Sim**Valor de iptu 2024 ainda não disponível, será lançado assim que for disponibilizado** CRECI: J-04232"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Cabral em Curitiba, 108 m²
              ","
                Avenida Anita Garibaldi, 336, Cabral - Curitiba
                ","Aluguel R$ 3.300,00 Condomínio R$ 1.095,00 Seguro Incêndio R$ 39,14Total R$ 4.434,14","108 m², 2 banheiros, 1 vaga, 3 quartos, pet","
                          Apartamento com
                          3 quartos
                          no Bairro Cabral
                      Imóvel com gestão exclusiva ApolarCaracterísticas:Lindo apartamento muito bem localizado no bairro Juvevê em Curitiba, com aproximadamente 160 m² de área total, face norte.O apartamento possui três dormitórios, sendo um deles uma suíte. A sala é ampla e comporta dois ambientes. O piso é laminado e há um rack para acomodar a TV e outros equipamentos eletrônicos. A cozinha é grande e possui armários para armazenamento. Há também uma lavanderia e uma dependência de empregados.Vantagens:Imóvel pronto para morarExcelente região da cidadeEnsolaradoÁrea Comum:Portaria 24hSalão de festasHall de entradaElevadorProximidades:McDonald'sMadero Steak HouseAcademia Mov FitnessColégio Estadual Professor Loureiro FernandesInformações Adicionais:Aptos por andar: 4Aquecimento: A gásÁrea total: 160m²Área privativa: 108,41m²Elevador: SimEdifício: Juvevê Garagem: 1 Vaga CRECI: J-04232"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Rebouças em Curitiba, 105 m²
              ","
                Rua Vinte E Quatro De Maio, 980, Rebouças - Curitiba
                ","Aluguel R$ 3.300,00 Condomínio R$ 1.300,00 Seguro Incêndio R$ 39,14Total R$ 4.639,14","105 m², 2 vagas, 3 quartos","
                          Apartamento com
                          3 quartos
                          no Bairro Rebouças
                      Imóvel com gestão exclusiva ApolarÓTIMO APARTAMENTO DUPLEX COM SACADA, NO CENTRO DE CURITIBA. IMÓVEL SITUADO AO LADO DA IGREJA SANTA TEREZINHA E PRÓXIMO A PRAÇA DO OUVIDOR PARDINHO. REGIÃO CENTRAL COM ÓTIMA INFRAESTRUTURA.CARACTERÍSTICAS DO IMÓVEL:- SALA DE ENTRADA COM ANTESSALA AMPLA E ACESSO A SACADA- BWC SOCIAL COM BOX DE VIDRO BLINDEX E BALCÃO EM GRANITO- DORMITÓRIO 01 COM ARMÁRIOS, CAMA SOLTEIRO E BALCÃO- DORMITÓRIO 02 SENDO SUÍTE COM ARMÁRIOS PLANEJADOS E CAMA- BWC PRIVATIVO COM BOX DE VIDRO BLINDEX E BALCÃO EM GRANITO- DORMITÓRIO 03 COM ARMÁRIO E BALCÃO (ESCRITÓRIO)- COZINHA AMPLA NO PISO SUPERIOR COM ACESSO AO TERRAÇO. TODA PLANEJADA, COM FOGÃO E CHURRASQUEIRA- BWC PISO SUP. COM BOX BLINDEX E HIDROMASSAGEM- LAVANDEIRA COM TANQUE- PISO LAMINADO- AQUECIMENTO A GÁS- 02 VAGAS DE GARAGEM COBERTAS E INDIVIDUAIS CRECI: J-04136"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Boa Vista em Curitiba, 154 m²
              ","
                Rua Jovino do Rosário, 1674, Boa Vista - Curitiba
                ","Aluguel R$ 3.200,00 Condomínio R$ 747,11 Seguro Incêndio R$ 50,85Total R$ 3.997,96","154 m², 2 banheiros, 1 vaga, 3 quartos","
                          Apartamento com
                          3 quartos
                          no Bairro Boa Vista
                      Imóvel com gestão exclusiva ApolarMorar no bairro Boa Vista em um condomínio fechado, pode oferecer uma experiência de vida única, com diversas vantagens e características específicas como, segurança, Infraestrutura e convívio social entre outros. Condomínios fechados são projetados para proporcionar um ambiente tranquilo. Isso pode ser particularmente atraente para aqueles que buscam um refúgio da agitação urbana.Características:Encantador apartamento com excelente iluminação natural , ensolarada em Curitiba.Os destaques deste imóvel são:Sala para dois ambientes, rack para TV, piso laminado, ambiente agradável;Cozinha com armários planejados, pia, cooktop, uma ilha com duas banquetas, oferecendo praticidade e organização;Três dormitórios, um sendo suite;Suite com armario e cabeceira para cama;Banheiros com armário, espelho, box em vidro, atendendo às necessidades dos moradores e visitantes.Área de serviço separada da cozinha, com tanque, garantindo praticidade nas tarefas do dia a dia.Sacada com churrasqueira e vista livre;Todas as janela estão com telas de proteção;Uma vaga de garagem cabe dois carros de pequeno porte, oferecendo segurança e comodidade para estacionar o veículo.Vantagens:Ótima localização. A região é bem servida de  mercados, farmácias, colégios e outros comércios. Mobilidade urbana diferenciada, com ônibus parando próximo a apartamento, ensolarado e ventilado.Área Comum:Portaria 24h;Academia;Piscina;Quadra Esportiva;Salão de Festas;Churrasqueira;Playground. Proximidades:Atacadão Curitiba Boa Vista, Ca'dore.Informações Adicionais:Aquecimento: GásÁrea total: 154,65m²Área privativa: 78,10m²Elevador: simEdifício: Residencial Flex AccantoGaragem: sim CRECI: J-04232"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Alto Da Glória em Curitiba, 143 m²
              ","
                Rua Nicolau Maeder, 191, Alto Da Glória - Curitiba
                ","Aluguel R$ 3.200,00 Condomínio R$ 1.287,66 Seguro Incêndio R$ 48,51Total R$ 4.536,17","143 m², 2 vagas, 3 quartos","
                          Apartamento com
                          3 quartos
                          no Bairro Alto Da Glória
                      Imóvel com gestão exclusiva Apolar- LINDO APARTAMENTO EM REGIÃO NOBRE LOCALIZADO NO BAIRRO ALTO DA GLÓRIA EM CURITIBA, CONTENDO:- 03 DORMITÓRIOS COM ARMÁRIOS SENDO 01 SUÍTE COM CLOSET;- SALA PARA 02 AMBIENTES;- LAVABO;- SALA DE JANTAR;- BWC SOCIAL;- COZINHA COM ARMÁRIOS;- ÁREA DE SERVIÇO SEPARADA;- DEPENDÊNCIA DE EMPREGADA;- 02 VAGAS DE GARAGEM COBERTA;- PORTARIA 24 HRS, SALÃO DE FESTAS, QUADRA POLIESPORTIVA E ESPAÇO GOURMET;  CRECI: J-04136"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Bigorrilho em Curitiba, 173 m²
              ","
                Travessa Abílio César Borges, 79, Bigorrilho - Curitiba
                ","Aluguel R$ 3.200,00 Condomínio R$ 1.700,00 Seguro Incêndio R$ 55,53Total R$ 4.955,53","173 m², 2 banheiros, 2 vagas, 3 quartos","
                          Apartamento com
                          3 quartos
                          no Bairro Bigorrilho
                      Imóvel com gestão exclusiva ApolarVocê está em busca de um apartamento espaçoso e bem localizado no Bigorrilho, Curitiba? Não perca esta oportunidade única!Características do imóvel:Área total: 274m²Área útil de 173m²Bem ensolarado.Lavabo decorado.Janelas amplas com armários embutidos.Piso de madeira.Sala ampla de estar.Sacada.Sala de jantar com canto alemão, cristaleiras.Cozinha equipada com armários planejados, bancada em granito e fogão embutido.Área de serviço com máquina de lavar.02 aquecedores a gás (um para a cozinha e outro para os banheiros)Armário multiuso.Dependência de empregada com armários.Quarto I com armários, escrivaninha e cama de solteiroQuarto II com armários, painel, rack e escrivaninha.Suíte com armários, cama, sacada.02 vagas de garagem.Localização Privilegiada:Este apartamento está situado em uma rua tranquila no Bigorrilho, próximo ao Super Muffato para suas compras diárias e a poucos passos da encantadora Praça 29 de Março.Vantagens:Apartamento em excelente localização, próximo a mercado, hospital, farmácias, ônibus, lotérica, lojas, bancos. Ótima mobilidade urbana e fácil acesso ao centro.Área Comum:Portaria 24 horas, salão de festas e playground.Proximidades:Supermercado Pão de Açúcar, Banco Santander.Informações Adicionais:Andar: 3°Aquecimento: gásÁrea total: 274m²Área privativa: 173m²Elevador: simEdifício: Dr. Antenor MoraesEntre Ruas: Júlia da Costa e Martin Afonso.Garagem: Sim CRECI: J-04232"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Portão em Curitiba, 126 m²
              ","
                Rua João Geara, 127, Portão - Curitiba
                ","Aluguel R$ 3.100,00 Condomínio R$ 690,00 Seguro Incêndio R$ 43,82Total R$ 3.833,82","126 m², 2 vagas, 2 quartos","
                          Apartamento com
                          2 quartos
                          no Bairro Portão
                      Imóvel com gestão exclusiva ApolarCaracterísticas:Excelente apartamento mobiliado, no Condomínio Clube Acqua Verde, móveis modernos, com 02 vagas de garagem coberta livre;Sala para 2 ambientes, com piso laminado, teto rebaixado em gesso, sofá 04 lugares retrátil, painel de tv, espaço de homework com mesa e cadeira, Teto sala rebaixado em gesso e iluminação de LED, Sala de jantar mesa com 6 cadeiras, Cozinha com revestimento cerâmico, armários planejados, geladeira, tampo de pia em granito, churrasqueira, fogão, coifa;02 Dormitórios com armário sendo 1 suíte, armários planejados, cabeceira, painel, cama box,02 banheiros, sendo 01 da suíte, com armários planejados, espelho e com box blindex;Lavanderia separada da cozinha, com pia, armários e aquecedor gás;Sacada ampla e ensolarada;Vantagens:Condomínio Clube, ótima localização do Água Verde. Área ComumAcesso à internet, Acesso para deficientes físicos, Aquecedor central, Área verde, Ateliê,  Academia de ginástica, Calçada gramada, Elevador, Piscina adulto descoberta, playground.Proximidades:Terminal do Portão, Shopping Palladium, Total e Água Verde, Supermercado Muffato e Big, faculdade Bagozzi, Santa Cruz, Igreja do Portão, Cartório do Portão, Colégio da Policia Militar, IPO, Constantine Hospital Cardiológico e Policia Federal;Informações Adicionais:Andar: 18°Aptos por andar: 4 Aquecimento: gásÁrea total: 126 m2Área privativa: 80 m2Elevador: simEdifício: Acqua VerdeEntre Ruas: Av, Rep. Argentina e Guilherme Pugsley Garagem: sim 02 vagas CRECI: J-00158"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Bigorrilho em Curitiba, 115 m²
              ","
                Rua Desembargador Otávio Do Amaral, 109, Bigorrilho - Curitiba
                ","Aluguel R$ 3.100,00 Condomínio R$ 992,21 IPTU R$ 177,68 Seguro Incêndio R$ 41,48Total R$ 4.311,37","115 m², 2 banheiros, 1 vaga, 3 quartos, pet","
                          Apartamento com
                          3 quartos
                          no Bairro Bigorrilho
                      Imóvel com gestão exclusiva ApolarEXCELENTE APARTAMENTO SEMI MOBILIADO EM LOCALIZAÇÃO PRIVILEGIADA NO BIGORRILHO, PRÓXIMO AOS PRINCIPAIS COMÉRCIOS A UMA QUADRA DO HOSPITAL EVANGÉLICO:- SALA DE ESTAR ESPAÇOSA COM ESTANTE E ESCRIVANINHA- SALA DE JANTAR COM RACK- 3 DORMITÓRIOS, SENDO: 1  SUÍTE COM ARMÁRIOS- 2 DORMITÓRIOS- COZINHA COM MOVEIS PLANEJADOS, COOKTOP E BANCADA COM 3 BANCOS - LAVANDERIA COM TANQUE- DEPOSITO COM ARMÁRIO - LAVABO- BANHEIRO SOCIAL- AQUECIMENTO A GÁS - 1 VAGA DE GARAGEM INDIVIDUAL Nº 504- CONDOMÍNIO OFERECE: SALÃO DE FESTAS, BICICLETÁRIO E PLAY CRECI: J-04136"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Água Verde em Curitiba, 156 m²
              ","
                Rua Santa Catarina, 101, Água Verde - Curitiba
                ","Aluguel R$ 3.100,00 Condomínio R$ 811,16 Seguro Incêndio R$ 50,85Total R$ 3.962,01","156 m², 2 banheiros, 1 vaga, 3 quartos","
                          Apartamento com
                          3 quartos
                          no Bairro Água Verde
                      Imóvel com gestão exclusiva ApolarCaracterísticas:Lindo apartamento no Edifício LindaCap, localização privilegiada, a 02 quadras do Shopping Água Verde e da Maternidade Santa Brígida. O Imóvel dispõe de:Três dormitórios, sendo uma suíteSala de jantar com teto rebaixado em gesso, bem arejada Sala de estar com sacada Banheiro socialCozinha com armários planejados, balcão, coifa e pia com tampo em granito Área de serviço separada e ampla com banheiro  Vantagens:Localização, próximo ao Shopping Água Verde e da Maternidade Santa BrígidaÁrea Comum:Portaria 24 horassalão de jogosacademiasalão de festaschurrasqueirapiscina descobertaProximidades:Shopping Água Verde e da Maternidade Santa BrígidaInformações Adicionais:Andar:  2Aquecimento: gásÁrea total: 156,18Área privativa: 104,78Elevador: simEdifício: Linda CapEntre Ruas: Rua Guilherme Pugsley e Rua Guilherme PugsleyGaragem: 01 vaga presa CRECI: J-04232"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Portão em Curitiba, 178 m²
              ","
                Rua Prof Brazílio Ovídio Da Costa, 130, Portão - Curitiba
                ","Aluguel R$ 3.000,00 Condomínio R$ 747,15 Seguro Incêndio R$ 55,53Total R$ 3.802,68","178 m², 3 vagas, 3 quartos","
                          Apartamento com
                          3 quartos
                          no Bairro Portão
                      Imóvel com gestão exclusiva Apolar- COBERTURA NO BAIRRO ÁGUA VERDE EM CURITIBA, CONTENDO:- SALA COM PISO PORCELANATO, TETO EM GESSO, ILUMINAÇÃO LED, MESA E BALCÃO- COZINHA COM ARMÁRIOS PLANEJADOS, FOGÃO COOKTOP, GELADEIRA, FORNO ELÉTRICO, MICRO-ONDAS, ELETRODOMÉSTICOS, EXAUSTOR E FILTRO DE ÁGUA- ESCADA EM GRANITO E ESPELHO- 3 DORMITÓRIOS SENDO 1 SUÍTE COM ARMÁRIOS PLANEJADOS, CAMA, TV, PERSIANA, BOX DE VIDRO TEMPERADO E DUCHA A GÁS- BWC COM BOX DE VIDRO TEMPERADO, ARMÁRIOS, ESPELHO E DUCHA A GÁS- PARTE SUPERIOR COM PISO PORCELANATO, TETO EM GESSO, ILUMINAÇÃO EM LED, SOFÁ, BALCÃO, TV, POLTRONAS.- BWC COM ARMÁRIOS PLANEJADOS, BOX E DUCHA ELÉTRICA- TERRAÇO COM TETO EM VIDRO, CHURRASQUEIRA, PIA COM ARMÁRIOS, MESA E POLTRONAS, TV LED E BWC- TODO IMÓVEL COM PISO PORCELANATO- 2 VAGAS DE GARAGEM COM POSSIBILIDADE PARA ESTACIONAR 3 VEÍCULOS CRECI: J-04136"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Hauer em Curitiba, 61 m²
              ","
                Rua Anne Frank, 2410, Hauer - Curitiba
                ","Aluguel R$ 3.000,00 Condomínio R$ 299,00 Seguro Incêndio R$ 28,60Total R$ 3.327,60","61 m², 1 vaga, 3 quartos","
                          Apartamento com
                          3 quartos
                          no Bairro Hauer
                      Imóvel com gestão exclusiva ApolarApto com  3 dormitórios, novo, 1ª locação, pronto para morar.Sala para 02 ambientes com piso laminado, 03 dormitórios, sacada, bwc social, cozinha, área de serviço, vaga de garagem coberta e individual, hall de entrada, interfone, portões automatizados,  salão de jogos, salão de festas com churrasqueira, captação de água das chuvas(cisterna). CRECI: J-04232"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Bigorrilho em Curitiba, 149 m²
              ","
                Rua Padre Anchieta, 2690, Bigorrilho - Curitiba
                ","Aluguel R$ 3.000,00 Condomínio R$ 921,00 Seguro Incêndio R$ 48,51Total R$ 3.969,51","149 m², 2 banheiros, 1 vaga, 3 quartos","
                          Apartamento com
                          3 quartos
                          no Bairro Bigorrilho
                      Imóvel com gestão exclusiva ApolarCaracterísticas:Excelente Apartamento de três dormitórios semi mobiliado em localização privilegiada.3 dormitórios com armários planejados sendo um deles suíte.Sala para dois ambientes com sofá, raqueAmpla sacada, teto rebaixado em gesso.Cozinha com armários planejados, geladeira,forno. Lavanderia amplaUma Vaga de garagem; Vantagens:Apartamento próximo a faculdade Mackenzie, várias opções de transporte e rua com ampla variedade de comércios.Proximidades:Parque Barigui, terminal do Campina do SiqueiraInformações Adicionais:Aquecimento: gásÁrea total: 149**VALOR DE IPTU NÃO LANÇADO, COMPETENCIA 2024 NÃO SAIU AINDA** CRECI: J-04232"
